31,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
31,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
19,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
29,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
25,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
29,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
26,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
30,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
28,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
21,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
22,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
20,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
18,-14,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
23,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
24,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
22,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
26,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
19,-14,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
20,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
30,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
24,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
28,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
27,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
17,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
27,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
25,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
16,-1,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
17,-7,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
30,-2,DRbxWdxebjDuuaUK8TVdzTdWHq4=,5CRxjV+uw3yGtKa0sjy832slhSo=
